title,description,url,points,due
Getting started with git,"During this challenge, you will create a repository on GitHub, clone it to your local machine, add files, commit those changes, push them back to GitHub, and then deploy your web site to your student web server. If you complete all the steps, you will have learned the techniques necessary for managing and deploying a web site!",git,100,6/24/15
